neuron,A,PD,b,r2,region
35,0.10185180572825377,-0.6450540576442066,1.5551610813364163,0.044671145680895696,M1
36,0.056058448101217705,1.2792743160504982,0.47234221137406296,0.15348803677303113,M1
37,-0.5073107138231967,0.49634129464899523,10.534676961916466,0.07847651360434649,M1
38,-0.12188096874482175,-0.6795225499316419,0.8968184655836168,0.11748115600532238,M1
39,0.6615353953097238,1.547984486017798,8.589400226005367,0.3233778699426705,M1
40,0.218544186502007,1.0690193417137168,1.802917719978149,0.2865018225791748,M1
41,0.4626966878021588,-2.9955114250142953,3.5005754544634224,0.26686149573445994,M1
42,0.04231005426093362,0.032727980748863524,2.3057355595042694,0.01769746869518518,M1
43,0.13973452360524663,0.16314074745751425,1.5576761336590936,0.1062689280889142,M1
44,0.2579979544488834,0.566431164728179,1.871446792176949,0.2391318733876785,M1
45,0.4754742315730382,-0.0008798588745727284,3.655126996068874,0.417555075917983,M1
46,0.5444084382265257,1.2745835359998499,5.546632358031126,0.1599100421564481,M1
47,1.4120493713586197,0.6394226841519047,7.49209750018412,0.491797945854343,M1
48,1.1982750408216476,0.36510038854020305,10.535394187888953,0.1599616571290826,M1
49,-0.21088546848358547,-2.015590249075798,3.1072411855861266,0.11182788612339767,M1
50,1.3654795489731126,0.8497744015274643,7.882711932069328,0.3099466707828331,M1
51,0.5841244491280975,0.7558000797190957,5.912058240287962,0.3203282776594454,M1
52,0.4610863517545202,0.3127399764071147,2.992783823454252,0.24273769223731212,M1
53,0.8524852630014969,0.30512005613837895,6.961463447389233,0.4033667440037523,M1
54,0.655365544474365,2.344496825043517,6.774717973387237,0.24086723391204234,M1
55,1.4648500267184532,0.7073450137310525,8.022052218902711,0.46220159567890795,M1
56,0.8187820482249075,0.5278426846129874,7.61946899624071,0.16050327065787984,M1
57,0.6278675697621057,2.1480450510126103,5.2926845985035555,0.22237799076486287,M1
58,0.6517634140768804,2.917718277682815,5.94255647842697,0.4213212519312064,M1
59,0.5228122705718597,2.026939576207497,5.63748403104393,0.14756418535338123,M1
60,-0.4825397545579735,3.179399663262015,5.869329030430317,0.07202961163631338,M1
61,0.833901612577913,0.8482978909792671,8.726948522500168,0.19953073718403502,M1
62,0.7186893415240901,0.6030650604946807,4.65030744018365,0.5632577938795081,M1
63,0.4754656388497602,0.5825890400247965,4.024634283163144,0.1967940343858785,M1
64,0.2920307352858884,0.3636821409802996,10.343469842431036,0.03906850235879178,M1
65,0.9128959904268011,0.791349959000182,9.420018186403565,0.3272336433579567,M1
66,0.9376262770354864,0.4944709131260575,6.03094118095716,0.6272735645719864,M1
67,1.2507722476329246,0.598596836854703,7.957596309001955,0.48789471591302724,M1
68,0.14145122570781127,-1.502087924989645,2.0170131979528008,0.04725401515956629,M1
69,0.44818991898224747,1.4312148144008239,2.0304205701728675,0.3185886098830686,M1
70,1.2069552349037587,1.2385845572323466,6.727625002669777,0.4048166219857845,M1
71,1.8945202427404861,0.540908787937275,9.931529141201443,0.6725363550956439,M1
72,0.46789645512743216,1.7040680690740133,5.186997307305699,0.17519257339959116,M1
73,1.2907340385658508,0.2120538857034517,6.713143735301964,0.3851459864874637,M1
74,-0.5759519106596931,-0.6482636948368729,9.84813421355722,0.14854951366336422,M1
75,0.3974345916714839,-0.0603433144216243,1.8342113333079029,0.2971693676253586,M1
76,0.33970567963409415,-3.0063589866352167,8.163016118049551,0.06705736312468902,M1
77,0.12001701704441912,0.8404455769266382,0.6922324849635105,0.3207222339383772,M1
78,0.8014322936691891,0.6107018338221437,2.32234879022299,0.4821700682316393,M1
79,0.07870142004087968,1.3641164091504807,1.8642534781290472,0.03143173145965905,M1
80,2.86200920545355,0.7524576871080644,8.541779312204795,0.4449204083223983,M1
81,0.2727492053686401,-0.16475979412064415,2.1120088041236293,0.21120822790093785,M1
82,0.7993345194956774,0.7102426868101536,3.64194362475938,0.4195047543942285,M1
83,0.6521302374455181,-0.04349036703092837,4.175227778495129,0.367094298852656,M1
84,0.5111505892485899,0.3376770689575458,2.645055262671083,0.4356023857020491,M1
85,0.292222264931726,0.6890811773144342,0.9207914104031357,0.57037187519112,M1
86,1.037171878210671,0.6094660849601851,4.037831788878357,0.47684414357917104,M1
87,0.6196843880161201,0.9569321890400747,4.349069274866381,0.2325752190259811,M1
88,0.45936047783143386,1.3790782192920445,7.123425948230194,0.11087783090724523,M1
89,0.32229328871001217,0.691601877000878,2.990601750025663,0.28040818600546236,M1
90,1.029011592724708,-3.1157213342989056,11.366705836349304,0.35797147660335993,S1
91,0.4124969840662827,-3.369187693871065,4.23467435466915,0.34151289884884695,S1
92,0.4909415218443676,2.1512752405862896,5.498454421367558,0.4124464044235706,S1
93,0.7234637035272864,2.495239613003784,6.832571525251111,0.5322521968756251,S1
94,0.8891745537141006,-2.1756972809890294,39.246324931600505,0.13381384110368633,S1
95,0.5680148166649197,0.10862811000148313,2.8178653276831516,0.5989843006273872,S1
96,0.49478913241307176,2.2960472606593747,3.583787654122769,0.6206294141787825,S1
97,0.7463341463740666,0.8598033863811424,7.47526169259558,0.3800342856266282,S1
98,0.23994676485327648,2.8461438157250156,5.424887161802835,0.14532446698454715,S1
99,1.8686612263769593,0.6041966939901396,3.7839999936030146,0.4856432923291226,S1
100,0.5851033426524851,1.7307206784674987,9.679165256500053,0.3000227597708821,S1
101,1.2558575024825054,0.6208927979913588,3.56736778185501,0.35102087809507976,S1
102,1.1815679880439365,0.9689212623734917,11.230541369111728,0.664243681385206,S1
103,1.1289405778714512,1.0575888464707823,11.35010622357481,0.2585999831909621,S1
104,1.0974671819777733,-0.6509787977055898,21.851507191755157,0.4578116906274907,S1
105,3.9801708487402325,0.5892311418846435,26.901595923360357,0.4619472354046067,S1
106,-0.2049296899393606,-0.7493874046913258,3.8070329945237003,0.1472145483027072,S1
107,0.2407645658794458,2.548196947769528,3.329857300799568,0.16189625597447943,S1
108,0.8696589843113774,0.3222888878242031,2.908792432936236,0.5115496134870798,S1
109,0.29977586365691294,0.2850456769487832,2.827602946523181,0.4178752096143987,S1
110,0.9012001751346028,0.3126279542101719,1.9620556225841104,0.593784625968131,S1
111,0.26540436690208635,0.16150207949915169,2.3270474212183876,0.4519617246184999,S1
112,0.8410530904940908,0.21857733942510452,23.04103416536014,0.2434401527975516,S1
113,0.47589130757021547,0.06572359184387841,3.419115340553838,0.5473640477161089,S1
114,1.3194875804961217,0.588623309750797,8.728811293132386,0.4996443200287928,S1
115,1.6835590867303494,-1.1203736024568962,15.816203113723502,0.7692138004289775,S1
116,0.13308808439588618,3.175714097996375,0.49271516157634293,0.5041499996623917,S1
117,1.0821936960310512,-0.16835401460454946,12.333174294430378,0.4164016986588803,S1
118,0.06462480404001096,2.8579153566386752,1.7661060299165883,0.021015927722425665,S1
119,1.6845743155366923,2.535791294600465,7.005830387613099,0.7907769695080162,S1
120,0.14423536337407833,2.808807712095351,1.3911621599456985,0.21688200685493708,S1
121,1.7298964545945854,2.9239493907725636,11.124410148319475,0.7756927198855403,S1
122,1.0024228087562952,0.361996216853349,6.96382146258051,0.3350970122949899,S1
123,2.530530511379707,3.2433736914329487,13.3725404830267,0.5914019569753912,S1
124,2.1662962498772056,0.06886955440218233,10.329441785188628,0.8755279027884949,S1
125,-0.24947819906287355,-0.9775999211046816,4.264417801975232,0.0901561256209904,S1
126,2.7266370387272776,0.40501056810596464,8.138899586926238,0.6284808838921541,S1
127,0.7444967444231314,1.7858102447501705,7.492360984769277,0.24823795705860585,S1
128,0.38059990450125253,-0.032616711736871196,1.9490143236898934,0.4102218194063382,S1
129,1.3509441044457293,1.042405936718446,13.353334909022387,0.6589169781727325,S1
130,0.4659841917403289,2.0633448915081556,7.544830947953822,0.15455842524938934,S1
131,1.3772226618544035,-2.9932833128613607,13.546453882219359,0.3448098199996884,S1
132,0.07119093267906405,-0.8394888389234919,2.5269842540957828,0.02340138672284242,S1
133,1.4472191057575132,0.2635723603837779,13.622740675699516,0.7930136010781568,S1
134,-0.28059451960906834,0.27889033014901593,4.452693002595346,0.13747902199790507,S1
135,2.9764200374176966,0.5250463020590094,15.673493957651873,0.7733652992386402,S1
136,3.1542839382510226,0.49153674668724534,11.1695438294323,0.490005875549566,S1
137,1.0327836319546007,0.5334533781383002,3.956443682206934,0.3247848133510014,S1
138,0.36230554579869106,1.0160246028978785,6.861901032909944,0.22920302337820997,S1
139,1.110618681084214,0.603383017684035,10.82353035712544,0.32357387002792637,S1
140,0.048815040370713374,-1.9514171264980456,1.5810491257428683,0.046062532629794206,S1
141,0.8072131331095791,0.7118718641312658,10.92251180044665,0.23908519411875484,S1
142,0.9611480367038121,0.4990064152223559,6.870941762207329,0.6648144192902822,S1
143,0.10002339025046592,1.6118324346990232,0.8031008594611957,0.05380585267293969,S1
144,0.40649791009837766,0.826363759935127,8.255788794228147,0.06653275311266404,S1
145,0.1373555748989232,0.7151798168075497,2.3182715536572887,0.07225939775774726,S1
146,1.1413675801234242,0.6823177070855001,18.799439672946313,0.19835964642547588,S1
147,0.45156472675265624,0.12014972471321504,5.6410165616729,0.28610595088343027,S1
148,-0.05169280191377034,0.2807759924624713,2.7952253203663195,0.007007120644922926,S1
149,2.6927118421902745,2.784412892303981,22.56436585703965,0.5691268472402703,S1
150,1.3206563324756428,0.6013800928685231,4.978345892252514,0.6987098480987114,S1
151,0.6023145346381396,1.7945480213287401,10.619575606437646,0.2080206675212446,S1
152,-0.2732103149560004,-0.513185053334451,2.6868354329177038,0.19838243924196386,S1
153,0.215522356587235,0.8020340665688311,3.4448407493689595,0.12325709765031845,S1
154,-0.6077606468508411,0.20271854861898583,8.671523747985889,0.20599057392220554,S1
155,0.35498979652316187,0.5118318842707107,1.5769100873290096,0.2712593665349412,S1
156,0.6964322465895535,3.089020987043737,4.581895379978613,0.8115765417082907,S1
157,1.236987652104256,0.5198877057071598,9.227791015005034,0.33801069847795784,S1
158,0.4620174197439248,1.7846204194828545,14.080006870406569,0.1413414915165423,S1
159,0.1970526558228378,0.2017008597634026,1.0490861162959655,0.11633200570289293,S1
160,0.33022641064698793,2.5278522288818897,9.75823317796346,0.1183636641079382,S1
161,0.2673839434758636,0.6802550848006867,1.2417330167521454,0.5519116983036816,S1
162,0.5636101660433337,2.1279839410653016,7.125590524261652,0.45115490409506154,S1
163,0.9379036214372015,0.36968761967371794,6.805042301126321,0.5783215091218696,S1
164,0.7502798481244481,1.9820674227333237,7.355238406491609,0.4038333256950606,S1
165,0.6254765260882962,0.7484922034825899,5.409146725367258,0.6803468432676771,S1
166,0.5903898082792517,-0.7186169173915652,9.547267843216398,0.26664940736209763,S1
167,0.19034677550199652,0.545770963709618,2.3736765967083726,0.13738782660501503,S1
168,0.44527161494421125,2.257674218128066,4.5337752691443605,0.6216389878365722,S1
169,0.32338023526561593,0.053964092076123744,3.1736363798006355,0.22897811896357634,S1
170,0.26242168272440813,0.11898923588231813,6.1522934361179535,0.05910553364285143,S1
171,0.1523769444072363,3.159189649549422,2.6512064840676097,0.06932309963562477,S1
172,2.188064666432225,0.7604430832812902,26.601355337036118,0.33379052241287754,S1
173,0.36530430580780143,2.4415826384189123,6.4848965875035764,0.32801447321918686,S1
174,0.8904874566194546,0.9298900245911662,3.750754975863144,0.4014119681209939,S1
175,0.38232547912835474,-2.5919902271182855,7.22301617288207,0.23482457705949777,S1
176,1.9049123770608958,0.6344910472337647,22.45744263807408,0.22010349589061162,S1
177,1.4288075813272347,0.6487873379350341,8.54680649784415,0.29185495461524313,S1
178,1.843911759176092,0.2679828936221353,9.862403347724666,0.47639566532190425,S1
179,0.24210540567118044,4.575763269684777,1.3041947288554139,0.3465567231285117,Other
180,0.10652865410062332,-0.4933421705136243,0.5275827890763478,0.4021581931748862,Other
181,0.2772003343064217,-1.492753524176365,1.2554343165390782,0.2931399880332538,Other
182,0.35462325522927224,-0.45795756930541087,2.4491874409020884,0.13320218949482532,Other
183,0.23494945424669902,1.506930506369804,4.927001291636957,0.04941707711924803,Other
184,0.856368296134192,0.5930274613516509,5.138309990049772,0.5308751058413714,Other
185,0.2904961091268165,-0.8874851529954061,0.6542171535379321,0.5809644766928441,Other
186,0.4603820990342985,0.8196084489862614,2.9788136064080715,0.36064293905846834,Other
187,2.9564032767277153,0.7719205176259207,17.096754327463593,0.41399760086419,Other
188,0.2599140842128515,-0.9842081624727288,2.6176850383641144,0.12993791778463482,Other
189,0.028290174105972364,-0.7459623250314608,0.9251065441283588,0.005432636658536549,Other
190,0.21316568283095516,0.6813096310882648,1.7354686076973214,0.2516748709968909,Other
191,0.6110729739088594,0.3946144870936424,2.138240436165751,0.4450590286134589,Other
192,-0.9950010066570782,-0.2767056044853056,8.558841185191419,0.2983862265702296,Other
193,0.2270463370508854,0.1037608568087452,1.1242483902889635,0.6610241442132607,Other
194,0.039277842890005854,1.149848780936744,6.845611464984318,0.003235609416582075,Other
195,0.08602789530341223,1.5562221674020307,1.2249481526174038,0.10587865869264834,Other
196,0.19670600143750594,0.3116956367983185,0.5716869137196753,0.5483884531821523,Other
197,0.1900749631938521,1.4468058167506113,2.3345017212055983,0.15796283945483636,Other
198,2.3335511350932125,1.358765975444118,12.426871411904612,0.6014368015326916,Other
199,0.11685403214844038,1.6021432629515386,5.826857824743195,0.09035033714202234,Other
200,-0.41707574458920826,0.01859335526307349,2.9002841691504915,0.26733737874351693,Other
201,0.6158310970374563,-2.971665642441402,2.5089800710552184,0.7526379227863548,Other
202,0.05012716837170028,-0.8531983093253998,0.6735541009999859,0.083709274989485,Other
203,0.32789077820021445,-1.0453772816316338,1.90227084656173,0.3754872061128738,Other
204,-0.39141232043102503,-0.12285123112133914,2.846748381575952,0.3180490639833037,Other
205,0.034124817569728294,0.3038397240888988,0.5848281004451505,0.018783749201606303,Other
206,0.1959114912277045,-0.8940832808403577,2.86785791755095,0.09650323927345339,Other
207,0.23676578578961052,0.6604650970341409,1.8661727680925078,0.28975124941894725,Other
208,0.5653365824996986,0.676671656768597,2.3626662177415887,0.5666830352232637,Other
209,0.1786529490270597,0.37856041346026476,0.7868198034196648,0.5456264636046231,Other
210,1.5309248659815626,-0.02017404101500716,6.504430155899365,0.28553229030985916,Other
211,0.42783035834470495,-3.0598121068611954,4.826219412011466,0.3770332533453259,Other
212,0.840638527056428,1.6506815382244608,10.408506855893666,0.3276303061190696,Other
213,0.3595111061130705,3.376408161426009,0.5366960191110366,0.8219134923297967,Other
214,-0.1403095856863947,-0.2383584846537416,1.1075865244597,0.04283529905006256,Other
215,0.2142731210463653,-2.9687014834844034,1.5757636854042698,0.13060147939541944,Other
216,0.3811560115593697,2.2735598883576085,3.1625885043396917,0.1663505252455606,Other
217,1.6501252395851542,0.7018408326550137,8.195700201926687,0.7357369338931434,Other
218,0.271819176023665,1.0984625378577495,4.893443239443021,0.3008210661370627,Other
219,0.17005924530667604,-1.1241536898433275,1.5727130295855412,0.18516817391605322,Other
220,0.5253393583565418,0.8107342900249332,2.3638298970588223,0.6367381190951454,Other
221,0.04130375692611788,1.238525095567964,1.4678975279306772,0.021216596755233574,Other
222,0.5476248192779416,1.2696764157852682,2.2169240717767655,0.34724442994183047,Other
223,0.27928007729485976,1.7425236352655868,1.614809296062501,0.6464190558450279,Other
224,0.2112432218554904,1.1353575009795247,1.741581905764832,0.4010848146299394,Other
225,0.1569699055497808,0.21196652424404785,1.5549114199370453,0.30554571448838863,Other
226,0.40576353460606474,-1.5117781590841757,4.493927065169187,0.20098047051174095,Other
227,-0.18870417835758288,-0.31077181664893566,3.493181048344422,0.10351798741852614,Other
228,0.4201704576189013,-0.42855125631831426,4.032129696446983,0.296826115689272,Other
229,0.05059746676154098,-0.18965027667816475,1.324972780674017,0.02134384414330126,Other
230,0.27104490626942623,0.239923305464537,1.6600950455295929,0.2552900208835587,Other
231,0.20504304489219877,0.3667254943924965,0.8821396137761427,0.24323690490562067,Other
232,0.07357688028131135,-2.0130861023159135,1.849516842734078,0.05190942603910198,Other
233,0.26966539662461364,1.2450196525830248,1.240942130188666,0.34070491467936914,Other
234,0.3079196861548798,0.68155862571687,2.0371742815201297,0.25210602216527933,Other
235,0.8203385500645034,0.6484421125044985,4.1763293606488405,0.6811436141196443,Other
236,0.85765837718775,3.663322878912015,2.302584120576053,0.7485351164526708,Other
237,0.4806911979479201,2.93663414374727,0.7685540172994827,0.7286334592703079,Other
238,1.4597091946620417,-1.49610659627331,18.84213387088516,0.5679242960981555,Other
239,0.8214715370952234,-3.2566691437992468,6.637931373209782,0.494989891064881,Other
240,-0.2922125929674006,-1.0364085760649242,4.060803189940264,0.1316177752166997,Other
241,0.26534226451706655,-0.31190525162179417,5.4807160085475335,0.14870762198804477,Other
242,0.06451116034975239,1.0724288493142504,0.521746527314356,0.1823711977982867,Other
243,1.1824204046434412,0.5855232590266015,11.172728332671726,0.5148255100683419,Other
244,1.6572193973890914,0.5349334688806354,31.10942224435044,0.15023164457935023,Other
245,-0.38800552851958486,-0.9387526322124646,12.366405362850587,0.2877901000486345,Other
246,0.7487078306483191,2.6486861849979917,36.729860767522965,0.4212643223301974,Other
247,0.3288593723544768,-0.7496696278744504,3.317662244841861,0.15531059792249147,Other
248,0.4514610334026966,-3.3065112043998326,3.0726958886596467,0.5164837863795588,Other
249,0.47117806017853137,1.9392768727485845,5.296004448571315,0.37042044263387197,Other
250,1.7947595698398893,0.10900532288618392,30.171793120945306,0.4619107705733917,Other
251,0.06970951491470373,-0.28794998647507714,2.699710692128507,0.04771866843768524,Other
252,1.266051457764482,0.27447092403503204,42.93650810692021,0.5248148501472633,Other
253,1.4244139124786783,-0.08482791964262686,6.069851239529479,0.6377036094024631,Other
254,1.0130803079282795,0.7280455138478824,4.729147226222998,0.5738623120443955,Other
255,0.8053943095246049,-1.7314912703761935,6.262861121651515,0.4517362750016184,Other
256,-0.033123644336398576,3.33018679332948,0.665842034898858,0.06968945820560846,Other
257,0.23076963890795504,-0.605301659639669,0.9856656908120602,0.3810502674425873,Other
258,0.2866842250150567,-0.8250002337878504,7.948637522203796,0.1150924073476417,Other
259,0.9095818028835818,2.1759355662673374,4.394096941078341,0.759833655784422,Other
260,0.8595325104601649,3.7215377357429364,9.37450508934224,0.28681497050476934,Other
261,0.9542985347951385,0.3965871610980215,13.794493933655872,0.36837871438900627,Other
262,0.040751098999460666,-0.8570883059721014,7.463736825119708,0.00248401620618266,Other
263,5.382865104308061,0.31225219091941864,21.60460079178971,0.6193575456327386,Other
264,0.3012864074589679,1.0971495443436476,3.065765109091021,0.3057219737284861,Other
265,0.3132205213035918,-0.2541303057915583,2.8408927939696342,0.5555642892365551,Other
266,0.2529463181224462,0.557118576167909,2.1852317362241553,0.533128641710617,Other
267,0.9075312741528496,0.7038210448927599,8.879760087870118,0.5464411234432662,Other
268,0.613112961050707,0.6872181811558232,4.909542048068908,0.7583892183125065,Other
269,1.8693569009841222,-2.758745301397141,11.466739936256355,0.5421702560043392,Other
270,0.09752993486103999,1.4972065795759304,1.7558386195535798,0.04675989661582736,Other
271,-0.19874109169202386,0.030673545969850335,1.8189465415392727,0.2957432108199822,Other
272,0.2850271539419272,0.47059219186909257,12.997490409392361,0.07162106095297305,Other
273,0.8373530196226412,0.05569149837329792,20.280669748108476,0.4961195677790775,Other
274,0.12542679689818012,0.1875424280039088,0.6629943231152469,0.1885041316283056,Other
275,2.022966660902313,0.30104381121789026,24.33718116994151,0.6645027933156984,Other
276,1.1424025434504945,0.8308825781284352,15.29562537632792,0.4014687193423224,Other
277,0.42341221459345435,1.4688909869908788,15.167015597337631,0.23671157797611153,Other
278,0.20028061230987826,0.1581734456874869,0.9494154465635963,0.36125961273612306,Other
279,0.8351077627335952,0.70110672352385,8.663215304080229,0.35666037873061374,Other
280,-0.21551038924529614,2.715841496899484,16.24201974307711,0.024195116012642126,Other
281,0.1348910908469399,0.47712843366959995,5.5388614454699345,0.027614220302440207,Other
282,0.18843177972840847,2.775641862658151,1.28138533051465,0.37337495149153,Other
283,0.02766036862326342,0.6481342463730936,0.6129795885201829,0.03929933772299954,Other
284,0.18870484870311496,1.0311129116035247,1.4129303620008555,0.18135429740533482,Other
285,2.7573120236346664,3.0998784244365747,29.122788403670278,0.6682630135836525,Other
286,2.3547538094182747,0.08927154821218625,19.324501233864535,0.7499791719419484,Other
287,0.2791026486052964,2.5793865381311734,12.990032705498763,0.05343925395265636,Other
288,1.140189712905602,0.3652970806563336,5.284407522871856,0.7686642765128475,Other
289,0.2624566551958623,0.08280310529430536,3.448191815613688,0.37928355256002555,Other
290,0.720435694520276,-1.3308196241294075,10.0987760272811,0.25649614673490606,Other
291,-0.1591178484511331,-0.9817943218597297,3.677387153994669,0.01919264382350694,Other
292,0.23605465863496805,-3.593215103096722,3.717352642376049,0.1272776778427962,Other
293,0.40570811412089486,2.422187762569062,4.406716597497353,0.37495530296086166,Other
294,0.6040312511536852,1.5909854242395893,19.745890506002386,0.29856571064187765,Other
295,-0.5306007811463045,-0.47773633261069975,5.438087315804316,0.21711807983103115,Other
296,0.772167876089214,-0.6066708405828153,6.117369989797681,0.26161771120394783,Other
297,0.11710675319413179,-0.4934031616838301,3.878607749191196,0.03716611810876791,Other
298,0.25326232439335494,0.20755710720908477,4.408700159506547,0.1780798670415894,Other
299,0.8264218134254496,2.523798541748842,7.478373423992363,0.6628945037355718,Other
300,0.5118527433694154,1.2868708482122477,25.08179856860813,0.11436469300843499,Other
301,0.07731301427986702,0.7288039482495784,17.34711969123301,0.006854235322826918,Other
302,2.2227798225677944,0.06599016887612323,37.67822445436282,0.7374984037802896,Other
303,0.6954415392639592,-2.0091679282000654,27.419095566921243,0.2878913178499636,Other
304,0.6633017991618859,-0.08140500470097056,5.747249918916506,0.40375494070922413,Other
305,0.3805678877700444,-0.022156818323391263,1.186665620778515,0.3995079703416522,Other
306,0.9424911473428874,0.7381397557691788,6.597164541203869,0.6805659846318537,Other
307,0.5882220151696952,1.8965047176382506,7.730208305830031,0.20983805477770856,Other
308,0.23703939737933472,0.10681047490635084,0.8469022773683629,0.28464876387231675,Other
309,0.5871779706815357,1.1302560793809096,4.363668884971091,0.5092823904540343,Other
310,0.24383852480249826,0.813638819028072,0.9590750287997495,0.6762576998467247,Other
311,0.2130326572021311,0.10402420720800944,3.7079209635343515,0.18896746974663514,Other
312,0.0376855855913582,1.9812489431609779,0.8558097935365556,0.03471500383354309,Other
313,-0.08240069864243235,1.4072923876018455,0.6215570328559114,0.053413168932600175,Other
314,0.6606532105137265,0.37794836666013676,6.270170122152997,0.2679252815001537,Other
315,0.75157530665147,-1.4969942824564535,7.2490570357947215,0.41587438945659216,Other
316,0.13168993645426388,1.9608220342410805,0.8595342478863779,0.1695514372393142,Other
317,1.0523473277597486,0.2973073696370616,4.280722782071283,0.6416404881890908,Other
318,0.112674838138856,-1.9333885639119786,0.5573674942893717,0.19979427399637728,Other
319,0.2778235571431476,0.7933904696504303,0.6995613978497544,0.44639283206542146,Other
320,1.3059394810120948,0.14367666097931361,6.543222472952336,0.7538077229049981,Other
321,0.340567912444103,0.26234967763549255,2.5976822449050334,0.5732129119794089,Other
322,0.15015488049368514,-1.4004217577804923,2.979024792640458,0.07377767934662427,Other
323,0.13027076441079705,0.5100012993990014,3.219508611505265,0.04308049008110604,Other
324,0.13333325386182068,1.1323732470058083,1.1520833119315737,0.09230099811623804,Other
325,0.5638293581850322,0.32723093689223853,3.497355205036452,0.45307202941941205,Other
326,0.5331872213134293,0.2674186327554471,3.657372319532056,0.36560206992224487,Other
327,0.2728020622700107,1.0738062799143133,4.333894003181767,0.15340052053303965,Other
328,0.23870564217138326,2.856990923659359,6.075126131441904,0.07004453475710182,Other
329,-0.44651096366857285,0.08621121164821322,8.657032064869142,0.2602350555007047,Other
330,0.4794325542469569,3.3468100477472373,1.0396044633875017,0.8083804710757643,Other
331,0.1820229916928923,-0.18311656671282367,0.6936592800487497,0.3834278242593314,Other
332,-0.13940267786386257,0.11380435619100522,2.3490369159369004,0.16296964383041768,Other
333,0.2848787410632715,0.8677611998700833,2.34273303248934,0.2949887107991067,Other
334,0.6386584499302068,0.08388393438325473,2.3376845523990277,0.8464255296674129,Other
335,0.3499910574911551,2.3715600779896686,4.891478340270333,0.13054652013840828,Other
336,0.15377363089441473,2.588807624858143,2.9098031032279086,0.06685861380700431,Other
337,1.0442343481532128,0.42851567279336544,7.009176114454457,0.6916806519417067,Other
338,0.16602614246441152,1.819873079383464,1.8239668474857742,0.3151811696037128,Other
339,0.42638163201546336,1.4980364968554236,5.418115761529264,0.08969270314501909,Other
340,0.17788373688024178,-0.6916827838025766,3.494627581391305,0.06741969799004177,Other
341,0.4334749080477061,2.6203990605979777,2.803711399869301,0.4523643182223833,Other
342,0.8621475693689558,0.24080210776358385,4.547503927204458,0.6329579035388608,Other
343,0.41848178383064666,1.4750914096722523,3.81073289824758,0.222957284466901,Other
344,0.15623980966537024,-2.2257669677944225,3.2378780337280952,0.10067782448294216,Other
345,0.9943000983807588,-2.3039094946729546,6.028663196222753,0.7705695353529022,Other
