neuron,mean_still,mean_move,cohen_d,pval,auc,label,p_adj,sig,unit_name
157,6.68476607429201,10.20984096059278,-0.5613976400567974,6.535725081164302e-64,0.3498111933689709,suppressed,1.329425897191375e-63,True,<HDF5 object reference>
158,14.482425002181877,14.093317608420474,0.05068341361754711,0.17100028812258578,0.5116353913061268,,0.17900030160200497,False,<HDF5 object reference>
159,0.3524805919205425,1.261056357214429,-0.4645972012188209,5.010296514117241e-72,0.3452513378674204,suppressed,1.1072136741073902e-71,True,<HDF5 object reference>
160,5.694590746628833,10.2558963466961,-0.7922910436343695,4.973518094345973e-114,0.28413750295923706,suppressed,1.3488783922544382e-113,True,<HDF5 object reference>
161,0.6287501255107275,1.271908185225498,-0.3091434221039311,4.825980134073837e-24,0.38372730155575496,,6.910803551993735e-24,True,<HDF5 object reference>
162,6.988467725297108,7.1889638938475695,-0.029691133611497337,0.43655048006627606,0.4665026055899623,,0.4490950340911691,False,<HDF5 object reference>
163,4.287493955255422,7.100179218156788,-0.5619696653649853,1.5107406198740095e-64,0.3434025819160659,suppressed,3.1083054133039966e-64,True,<HDF5 object reference>
164,6.665112165577483,7.439112583075144,-0.12072032498430983,0.0009738649825657518,0.4509632864629152,,0.001076060690612775,True,<HDF5 object reference>
165,3.064947324134724,5.609122697641051,-0.5874709479613572,2.9919047505175036e-66,0.3195227810106123,suppressed,6.300599415795684e-66,True,<HDF5 object reference>
166,10.86663536171222,9.26963940569426,0.18964482279302025,9.531120884819919e-07,0.5486860987464527,,1.1150788486161865e-06,True,<HDF5 object reference>
167,0.8557557485988543,2.3988875524478708,-0.5828022639178941,1.1971872996705917e-84,0.29750518049154023,suppressed,2.712614261278936e-84,True,<HDF5 object reference>
168,4.310322025106051,4.404177476343006,-0.01842127617781655,0.6231661519187909,0.46336369534910227,,0.630207577364201,False,<HDF5 object reference>
169,4.411756359304945,3.011484788510107,0.20847079419055106,1.2909625861326344e-06,0.5081991325416704,,1.4908535672112358e-06,True,<HDF5 object reference>
170,6.93261418544645,6.101079992697835,0.1315167346672217,0.0003404502240614003,0.5473189677596603,,0.00038327415161629343,True,<HDF5 object reference>
171,2.1180372814663566,2.8644438667537275,-0.23087339319704953,6.871659644402784e-12,0.4253402026602445,,8.723596286156725e-12,True,<HDF5 object reference>
172,19.05551283099311,28.39319122971112,-0.9943989934073444,1.2654021420361911e-157,0.2433765333232013,suppressed,5.960710090117847e-157,True,<HDF5 object reference>
173,5.255583127199544,6.546443623269012,-0.24107456905701233,2.440006798122809e-12,0.4305588354781104,,3.1421670277984373e-12,True,<HDF5 object reference>
174,1.3634978242750233,4.112847016787274,-0.7248755297485736,6.244574990845653e-149,0.2708725584467586,suppressed,2.4839531630252707e-148,True,<HDF5 object reference>
175,4.87214832897456,7.666986713236556,-0.5129768564067351,2.5670081561274076e-53,0.3556271902007604,suppressed,4.940800644589312e-53,True,<HDF5 object reference>
176,11.535978504378498,24.688240416851823,-1.2646537768510577,1.9931832309685088e-289,0.18148328652136933,suppressed,5.096854262048044e-288,True,<HDF5 object reference>
177,3.3126511358546735,9.559094643423851,-0.9961610857977351,6.820822768787679e-243,0.22231494904266857,suppressed,8.139515170753298e-242,True,<HDF5 object reference>
178,5.377236777957588,10.654589468102834,-0.7532019141482548,7.480801081037885e-152,0.30880935644996776,suppressed,3.1141009151297245e-151,True,<HDF5 object reference>
